"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value.Ad","Chrom.No","start","end","strand","gene_name","description"
16,32.58159934,53.86105246,0.683226168,1,"X",12792794,12793237,0,"abf-5","Caenorhabditis elegans Protein ABF-5 (abf-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077735]"
17,6.074843297,19.54567299,1.84522963,0.485608779,"X",12794107,12794745,0,"abf-6","Caenorhabditis elegans Protein ABF-6 (abf-6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_171787]"
18,547.2669282,539.5629347,-0.011902836,1,"X",10606136,10624083,0,"abl-1","Caenorhabditis elegans Protein ABL-1, isoform b (abl-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077376]"
19,29.09960894,46.09058791,0.687277438,1,"IV",10206209,10214889,0,"abt-1","Caenorhabditis elegans Protein ABT-1 (abt-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069464]"
20,300.6261302,603.4736442,1.00787586,0.128645136,"I",2256154,2272868,0,"abt-2","Caenorhabditis elegans Protein ABT-2 (abt-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_058548]"
22,1654.503127,1230.404047,-0.427056827,1,"V",323911,330725,0,"abt-4","Caenorhabditis elegans Protein ABT-4 (abt-4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070774]"
23,7.936692002,16.83539931,1.03086354,1,"I",12011267,12018630,0,"abt-5","Caenorhabditis elegans Protein ABT-5 (abt-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060640]"
24,2.481088878,0.337846367,-2.910760452,1,"V",10380403,10381762,0,"abu-1","Caenorhabditis elegans Protein ABU-1 (abu-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073266]"
25,0,1.025342722,4.763447217,1,"X",1408831,1410647,0,"abu-2","Caenorhabditis elegans Protein ABU-2 (abu-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075864]"
26,3.056176235,9.875869112,1.610052468,1,"X",17553344,17554374,0,"abu-3","Caenorhabditis elegans Protein ABU-3 (abu-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078438]"
27,0.577762564,2.18912893,1.728038709,1,"V",2274881,2275976,0,"abu-4","Caenorhabditis elegans Protein ABU-4 (abu-4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_182410]"
28,0.449219302,0,-3.563265793,1,"IV",15590665,15591740,0,"abu-5","Caenorhabditis elegans Protein ABU-5 (abu-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070472]"
29,0.577762564,4.408947655,2.776279656,0.84870736,"V",5160663,5161877,0,"abu-6","Caenorhabditis elegans Protein ABU-6 (abu-6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_071982]"
30,3.165300546,13.09076096,2.046085156,0.383193513,"V",5163380,5164743,0,"abu-7","Caenorhabditis elegans Protein ABU-7 (abu-7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_071983]"
31,3.314591487,3.529130969,0.157374099,1,"V",5193123,5194551,0,"abu-8","Caenorhabditis elegans Protein ABU-8 (abu-8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_071992]"
32,10.52153703,22.90525048,1.136528157,1,"X",8322059,8323291,0,"abu-9","Caenorhabditis elegans Protein PQN-57 (pqn-57) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077005]"
33,1.904672792,0.814136219,-1.444948962,1,"X",3798207,3799626,0,"abu-10","Caenorhabditis elegans Protein ABU-10 (abu-10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076258]"
34,26.25099825,20.84275953,-0.403299783,1,"II",192592,194534,0,"abu-11","Caenorhabditis elegans Protein ABU-11 (abu-11) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_061278]"
35,152.4727441,187.6329001,0.295639754,1,"X",16367309,16373200,0,"ace-1","Caenorhabditis elegans Protein ACE-1 (ace-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078259]"
36,229.6992562,203.5120995,-0.183474098,1,"I",3302199,3307467,0,"ace-2","Caenorhabditis elegans Protein ACE-2 (ace-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_058740]"
37,12.13434258,22.37078291,0.890539239,1,"II",14205607,14209810,0,"ace-3","Caenorhabditis elegans Protein ACE-3 (ace-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064562]"
38,0.577762564,0.971465877,0.769624438,1,"II",14198092,14205250,0,"ace-4","Caenorhabditis elegans Protein ACE-4 (ace-4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064561]"
39,100.2553497,87.72181181,-0.20144014,1,"X",5092811,5097036,0,"acn-1","Caenorhabditis elegans Protein ACN-1, isoform a (acn-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001029282]"
40,14408.66702,10383.35806,-0.472881613,1,"X",11339812,11343098,0,"aco-1","Caenorhabditis elegans Protein ACO-1 (aco-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077497]"
41,39360.62984,42630.62063,0.115120494,1,"III",7973660,7976893,0,"aco-2","Caenorhabditis elegans Protein ACO-2, isoform a. [Source:RefSeq mRNA;Acc:NM_171200]"
42,2.801764918,7.949462052,1.629454555,1,"X",6702653,6709103,0,"acr-2","Caenorhabditis elegans Protein ACR-2 (acr-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076727]"
43,7.314741122,13.29446472,0.800166151,1,"X",6709548,6712740,0,"acr-3","Caenorhabditis elegans Protein ACR-3 (acr-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076728]"
44,6.828030396,54.20876305,3.022324034,8.08e-06,"III",6509646,6514712,0,"acr-5","Caenorhabditis elegans Protein ACR-5 (acr-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066036]"
45,2.674568135,0.760259374,-1.587033114,1,"I",4359117,4362549,0,"acr-6","Caenorhabditis elegans Protein ACR-6 (acr-6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_058953]"
46,0.577762564,3.148791185,2.309231591,1,"II",7845612,7849672,0,"acr-7","Caenorhabditis elegans Protein ACR-7 (acr-7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063246]"
47,12.66387739,17.41792365,0.529862435,1,"X",10412782,10416531,0,"acr-8","Caenorhabditis elegans Protein ACR-8 (acr-8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077344]"
48,7.895178893,17.4874848,1.152453873,1,"X",13642452,13646698,0,"acr-9","Caenorhabditis elegans Protein ACR-9 (acr-9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077884]"
49,2.138318679,3.348614261,0.704742772,1,"X",4023291,4025561,0,"acr-10","Caenorhabditis elegans Protein ACR-10 (acr-10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076291]"
50,17.49483668,26.70848675,0.594221861,1,"I",6621688,6624895,0,"acr-11","Caenorhabditis elegans Protein ACR-11 (acr-11) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_059505]"
51,16.49531713,28.40842319,0.826550492,1,"X",13532973,13536242,0,"acr-12","Caenorhabditis elegans Protein ACR-12 (acr-12) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077861]"
53,0,1.996808599,5.780791725,0.689949239,"II",8174885,8177143,0,"acr-14","Caenorhabditis elegans Protein ACR-14 (acr-14) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063315]"
54,57.75407352,43.7449716,-0.367224043,1,"V",8552698,8555325,0,"acr-15","Caenorhabditis elegans Protein ACR-15 (acr-15) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_072805]"
55,76.85227265,88.84993042,0.241292594,1,"V",8561247,8564051,0,"acr-16","Caenorhabditis elegans Protein ACR-16, isoform a. [Source:RefSeq mRNA;Acc:NM_072806]"
56,20.41111182,62.8980791,1.623736158,0.024287914,"V",2608672,2615195,0,"acr-17","Caenorhabditis elegans Protein ACR-17, isoform a (acr-17) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001028789]"
57,63.47677452,223.560031,1.794728036,4.82e-07,"V",15551220,15559128,0,"acr-18","Caenorhabditis elegans Protein ACR-18 (acr-18) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074467]"
58,5.219264279,6.624045309,0.39599916,1,"I",9031425,9036653,0,"acr-19","Caenorhabditis elegans Protein ACR-19, isoform b (acr-19) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001136284]"
59,5.350482748,6.021115593,0.291463398,1,"II",14373912,14377801,0,"acr-20","Caenorhabditis elegans Protein ACR-20, isoform a (acr-20) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001027101]"
60,1.498295327,2.672501333,0.951581063,1,"III",6583458,6585564,0,"acr-21","Caenorhabditis elegans Protein ACR-21 (acr-21) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066051]"
61,0,0.687496356,4.181516159,1,"X",7503778,7506458,0,"lgc-11","Caenorhabditis elegans Protein LGC-11 (lgc-11) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076869]"
62,4.233795522,38.19930358,3.024017571,0.000707983,"V",3651727,3659486,0,"acr-23","Caenorhabditis elegans Protein ACR-23 (acr-23) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_071623]"
63,125829.4923,108284.0245,-0.216673236,1,"V",11081055,11082285,0,"act-1","Caenorhabditis elegans Protein ACT-3 (act-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073416]"
64,168350.226,137622.9268,-0.290773586,1,"V",11076882,11078109,0,"act-2","Caenorhabditis elegans Protein ACT-2 (act-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073417]"
65,124379.7758,107028.6485,-0.216778147,1,"V",11071994,11073225,0,"act-3","Caenorhabditis elegans Protein ACT-3 (act-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073416]"
66,83785.43482,67318.98348,-0.315705781,1,"X",4960631,4963953,0,"act-4","Caenorhabditis elegans Protein ACT-4, isoform a. [Source:RefSeq mRNA;Acc:NM_076440]"
67,60894.926,34273.27191,-0.829317678,0.395125155,"III",13604453,13605965,0,"act-5","Caenorhabditis elegans Protein ACT-5 (act-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067408]"
68,149.0397095,198.8933713,0.419853036,1,"III",4722177,4730529,0,"acy-1","Caenorhabditis elegans Protein ACY-1 (acy-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065569]"
69,11.01896633,22.92025597,1.134652084,1,"V",5976012,5981396,0,"acy-2","Caenorhabditis elegans Protein ACY-2 (acy-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_072152]"
70,120.2587553,119.3028958,-0.008825623,1,"III",3775153,3786718,0,"acy-3","Caenorhabditis elegans Protein ACY-3 (acy-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065364]"
71,110.4876592,117.074635,0.104611408,1,"V",5624920,5630862,0,"acy-4","Caenorhabditis elegans Protein ACY-4 (acy-4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_072085]"
72,115.0594605,133.1437933,0.233218765,1,"X",4854223,4860006,0,"add-1","Caenorhabditis elegans Protein ADD-1, isoform d (add-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001029471]"
73,755.3220167,878.1081123,0.222754311,1,"V",12009636,12013387,0,"add-2","Caenorhabditis elegans Protein ADD-2, isoform a. [Source:RefSeq mRNA;Acc:NM_001047665]"
74,1367.745748,1057.838788,-0.36869185,1,"X",13687903,13695353,0,"adm-2","Caenorhabditis elegans Protein ADM-2 (adm-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077890]"
75,812.6458575,561.1334177,-0.529890497,1,"X",7795269,7798231,0,"adm-4","Caenorhabditis elegans Protein ADM-4 (adm-4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076917]"
79,5381.332636,4256.355505,-0.338160619,1,"I",7773433,7777464,0,"adr-1","Caenorhabditis elegans Protein ADR-1, isoform d. [Source:RefSeq mRNA;Acc:NM_059753]"
80,8536.350952,6897.553187,-0.307303363,1,"III",7231111,7232820,0,"adr-2","Caenorhabditis elegans Protein ADR-2 (adr-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066193]"
81,8948.190327,5701.983036,-0.650629902,1,"III",295713,298530,0,"ads-1","Caenorhabditis elegans Protein ADS-1 (ads-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064784]"
82,14.16217272,20.58712021,0.550053811,1,"X",12679080,12689111,0,"adt-1","Caenorhabditis elegans Protein ADT-1 (adt-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077715]"
83,711.9520457,796.4716937,0.161864245,1,"X",7586161,7594745,0,"adt-2","Caenorhabditis elegans Protein ADT-2, isoform c. [Source:RefSeq mRNA;Acc:NM_001029363]"
84,155.1734103,151.0270455,-0.018851387,1,"I",7602320,7608002,0,"aex-1","Caenorhabditis elegans Protein AEX-1, isoform a (aex-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_170901]"
85,16.85885276,13.1749074,-0.35468607,1,"X",9651195,9653058,0,"aex-2","Caenorhabditis elegans Protein AEX-2 (aex-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077225]"
86,244.6555046,177.3088164,-0.449786019,1,"X",751523,759700,0,"aex-3","Caenorhabditis elegans Protein AEX-3, isoform b (aex-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001029171]"
88,296.6747264,231.9952251,-0.359486503,1,"I",14850129,14855720,0,"aex-5","Caenorhabditis elegans Protein AEX-5 (aex-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_061193]"
89,65.5400926,111.7451551,0.772992416,1,"I",13543377,13545173,0,"aex-6","Caenorhabditis elegans Protein AEX-6 (aex-6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060975]"
90,4154.644663,4947.892233,0.251055451,1,"II",11519644,11526990,0,"age-1","Caenorhabditis elegans Protein AGE-1 (age-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064061]"
92,432.3235906,433.8770176,0.008005397,1,"X",5290079,5297994,0,"ags-3","Caenorhabditis elegans Protein AGS-3, isoform a. [Source:RefSeq mRNA;Acc:NM_171684]"
93,1600.846277,1464.439169,-0.132019721,1,"IV",13368500,13369388,0,"agt-1","Caenorhabditis elegans Protein AGT-1, isoform a. [Source:RefSeq mRNA;Acc:NM_001047589]"
94,2670.170044,2080.031953,-0.361838447,1,"II",5372120,5373329,0,"agt-2","Caenorhabditis elegans Protein AGT-2 (agt-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_062607]"
95,550.7953264,551.6883047,0.00550194,1,"I",10194149,10196980,0,"aha-1","Caenorhabditis elegans Protein AHA-1, isoform b (aha-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001264397]"
96,12.21198288,17.62162741,0.53653575,1,"I",9522570,9531090,0,"ahr-1","Caenorhabditis elegans Protein AHR-1, isoform a (ahr-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001025865]"
97,2651.521338,1912.990886,-0.473416253,1,"V",14012564,14013425,0,"aip-1","Caenorhabditis elegans Protein AIP-1 (aip-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074078]"
98,8601.162246,9396.121149,0.12705944,1,"V",8221481,8223218,0,"air-1","Caenorhabditis elegans Protein AIR-1 (air-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_072718]"
99,6786.788314,5368.522197,-0.339265463,1,"I",5937486,5938691,0,"air-2","Caenorhabditis elegans Protein AIR-2 (air-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_059313]"
100,3416.841265,3487.071807,0.030425875,1,"X",9098290,9113268,0,"ajm-1","Caenorhabditis elegans Protein AJM-1, isoform b. [Source:RefSeq mRNA;Acc:NM_077137]"
101,4129.656222,5271.120483,0.352361104,1,"II",7473104,7478488,0,"aka-1","Caenorhabditis elegans Protein AKA-1, isoform c (aka-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026876]"
102,7422.877885,6160.237148,-0.268218286,1,"V",10248931,10252426,0,"akt-1","Caenorhabditis elegans Protein AKT-1, isoform a. [Source:RefSeq mRNA;Acc:NM_001028474]"
103,219.3632408,333.196323,0.59956372,1,"X",14147638,14151491,0,"akt-2","Caenorhabditis elegans Protein AKT-2, isoform a. [Source:RefSeq mRNA;Acc:NM_077956]"
105,3764.78209,3065.762086,-0.297569283,1,"X",13949420,13954638,0,"alg-1","Caenorhabditis elegans Protein ALG-1, isoform a (alg-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001270309]"
106,4069.524407,3933.191005,-0.050193688,1,"II",873219,878483,0,"alg-2","Caenorhabditis elegans Protein ALG-2, isoform b (alg-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_061436]"
107,12760.92245,8984.012653,-0.506214889,1,"III",5077728,5080467,0,"alh-1","Caenorhabditis elegans Protein ALH-1, isoform a. [Source:RefSeq mRNA;Acc:NM_065680]"
108,0.277834203,0.211206503,-0.299772131,1,"V",1644377,1647728,0,"alh-2","Caenorhabditis elegans Protein ALH-2 (alh-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_071066]"
109,4043.308513,3768.297076,-0.102137535,1,"IV",11022584,11025714,0,"alh-3","Caenorhabditis elegans Protein ALH-3 (alh-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069653]"
110,4433.846694,4389.810355,-0.014761142,1,"V",6427293,6429895,0,"alh-4","Caenorhabditis elegans Protein ALH-4, isoform a. [Source:RefSeq mRNA;Acc:NM_171471]"
111,206.6375497,256.014104,0.306622092,1,"V",1996170,1999577,0,"alh-5","Caenorhabditis elegans Protein ALH-5 (alh-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_071144]"
112,2904.376,2034.301885,-0.514520098,1,"II",1306392,1309758,0,"alh-6","Caenorhabditis elegans Protein ALH-6, isoform b. [Source:RefSeq mRNA;Acc:NM_182151]"
113,2072.887753,1870.266515,-0.150894224,1,"II",13487125,13491704,0,"alh-7","Caenorhabditis elegans Protein ALH-7, isoform a. [Source:RefSeq mRNA;Acc:NM_001267464]"
114,64225.68702,37389.68774,-0.780619202,0.727404609,"II",11729016,11730970,0,"alh-8","Caenorhabditis elegans Protein ALH-8, isoform a. [Source:RefSeq mRNA;Acc:NM_001026907]"
115,5774.661168,4851.733099,-0.251534935,1,"III",5857165,5858905,0,"alh-9","Caenorhabditis elegans Protein ALH-9 (alh-9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065862]"
116,740.7033803,646.4060652,-0.191943404,1,"X",7140530,7143534,0,"alh-10","Caenorhabditis elegans Protein ALH-10 (alh-10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076802]"
117,1550.684128,1393.133264,-0.155099566,1,"III",774389,778130,0,"alh-11","Caenorhabditis elegans Protein ALH-11, isoform a. [Source:RefSeq mRNA;Acc:NM_171072]"
118,3818.758392,2756.500448,-0.47112935,1,"III",7454024,7455838,0,"alh-12","Caenorhabditis elegans Protein ALH-12, isoform a. [Source:RefSeq mRNA;Acc:NM_001027759]"
120,1207.072624,1195.271312,-0.017464619,1,"IV",9108931,9109651,0,"aly-1","Caenorhabditis elegans Protein ALY-1 (aly-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069187]"
121,34922.32088,29419.79334,-0.247457138,1,"IV",9147461,9148470,0,"aly-2","Caenorhabditis elegans Protein ALY-2 (aly-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069193]"
122,13343.6208,11289.32037,-0.241455801,1,"IV",12123292,12124577,0,"aly-3","Caenorhabditis elegans Protein ALY-3, isoform a (aly-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001083228]"
123,11606.52395,11082.54359,-0.066995423,1,"IV",4248181,4257775,0,"ama-1","Caenorhabditis elegans Protein AMA-1 (ama-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_068122]"
133,45.80242062,107.4703501,1.265706157,0.233440902,"X",4571442,4573785,0,"amt-1","Caenorhabditis elegans Protein AMT-1 (amt-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076383]"
134,2.54871783,9.807827165,1.903940825,0.813289045,"IV",13042418,13046834,0,"amt-2","Caenorhabditis elegans Protein AMT-2 (amt-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070095]"
135,9.992002214,19.41111018,0.891102869,1,"II",8363365,8369032,0,"amt-3","Caenorhabditis elegans Protein AMT-3 (amt-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063360]"
136,790.7944263,585.8565726,-0.432020194,1,"X",4565283,4569225,0,"amt-4","Caenorhabditis elegans Protein AMT-4 (amt-4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076382]"
137,571.1637501,653.2872959,0.189797306,1,"III",3822412,3826103,0,"amx-1","Caenorhabditis elegans Protein AMX-1 (amx-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065371]"
138,395.2777994,488.6203452,0.299908454,1,"I",12759746,12764938,0,"amx-2","Caenorhabditis elegans Protein AMX-2 (amx-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060835]"
139,199.9844258,193.7250046,-0.029518526,1,"V",20898939,20903410,0,"amx-3","Caenorhabditis elegans Protein AMX-3, isoform a. [Source:RefSeq mRNA;Acc:NM_001270034]"
140,11184.92691,8488.673029,-0.397958037,1,"I",4321096,4358873,0,"anc-1","Caenorhabditis elegans Protein ANC-1 (anc-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_058952]"
142,6705.346337,5029.793595,-0.41448045,1,"V",10127655,10130248,0,"aos-1","Caenorhabditis elegans Protein AOS-1 (aos-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073203]"
143,2879.652123,2691.877389,-0.09526938,1,"III",8080586,8083542,0,"apc-2","Caenorhabditis elegans Protein APC-2 (apc-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066361]"
144,2703.97936,1482.918751,-0.869280649,0.14999597,"V",10425397,10426200,0,"apc-10","Caenorhabditis elegans Protein APC-10, isoform b. [Source:RefSeq mRNA;Acc:NM_001269288]"
145,3919.794716,4502.547115,0.200807955,1,"III",4593890,4594390,0,"apc-11","Caenorhabditis elegans Protein APC-11 (apc-11) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065536]"
146,11699.19579,8395.049163,-0.478581085,1,"V",11675944,11684836,0,"ape-1","Caenorhabditis elegans Protein APE-1, isoform a. [Source:RefSeq mRNA;Acc:NM_001269424]"
147,2395.085897,2354.438513,-0.025068772,1,"I",9232235,9233550,0,"aph-1","Caenorhabditis elegans Protein APH-1 (aph-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060068]"
148,1924.585843,1832.099714,-0.068529532,1,"I",10341020,10345465,0,"aph-2","Caenorhabditis elegans Protein APH-2, isoform a (aph-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001129091]"
149,3897.426872,3902.493953,0.000733624,1,"X",5113069,5116833,0,"apl-1","Caenorhabditis elegans Protein APL-1, isoform a (apl-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076469]"
150,524.4921822,627.4246428,0.258690554,1,"I",5342484,5344707,0,"apm-1","Caenorhabditis elegans Protein APM-1 (apm-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_059171]"
151,1913.58963,2145.105722,0.165434875,1,"II",8047512,8048965,0,"apn-1","Caenorhabditis elegans Protein APN-1 (apn-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063286]"
155,16437.72091,15017.68962,-0.130711358,1,"I",4964895,4967071,0,"app-1","Caenorhabditis elegans Protein APP-1 (app-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_059088]"
156,5558.63941,6104.276286,0.135944918,1,"I",8050038,8055136,0,"Apr-01","Caenorhabditis elegans Protein APR-1, isoform b (apr-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026376]"
157,1261.561017,1048.996861,-0.265957179,1,"X",4458247,4459095,0,"aps-2","Caenorhabditis elegans Protein APS-2 (aps-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_076366]"
158,4168.491634,4632.546632,0.151619444,1,"I",14406031,14417407,0,"apg-1","Caenorhabditis elegans Protein APG-1 (apg-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_170941]"
159,1811.561483,1779.902776,-0.026707013,1,"V",6017958,6018733,0,"aps-1","Caenorhabditis elegans Protein APS-1 (aps-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_072158]"
